"","date","datatype","GHCND:JA000047412","GHCND:USC00118740","GHCND:KSM00047101"
"217","2015-08-05T00:00:00",NA,NA,0,NA
"218","2015-08-06T00:00:00",NA,NA,0,NA
"219","2015-08-07T00:00:00",NA,NA,0,NA
"220","2015-08-08T00:00:00",NA,NA,0,NA
"221","2015-08-09T00:00:00",NA,NA,0,NA
"222","2015-08-10T00:00:00",NA,NA,0,NA
"223","2015-08-11T00:00:00",NA,NA,0,NA
"224","2015-08-12T00:00:00",NA,NA,0,NA
"225","2015-08-13T00:00:00",NA,NA,0,NA
"226","2015-08-14T00:00:00",NA,NA,0,NA
"227","2015-08-15T00:00:00",NA,NA,0,NA
"228","2015-08-16T00:00:00",NA,NA,0,NA
"229","2015-08-17T00:00:00",NA,NA,0,NA
"230","2015-08-18T00:00:00",NA,NA,0,NA
"231","2015-08-19T00:00:00",NA,NA,0,NA
"232","2015-08-20T00:00:00",NA,NA,0,NA
"233","2015-08-21T00:00:00",NA,NA,0,NA
"234","2015-08-22T00:00:00",NA,NA,0,NA
"235","2015-08-23T00:00:00",NA,NA,0,NA
"236","2015-08-24T00:00:00",NA,NA,0,NA
"237","2015-08-25T00:00:00",NA,NA,0,NA
"238","2015-08-26T00:00:00",NA,NA,0,NA
"239","2015-08-27T00:00:00",NA,NA,0,NA
"240","2015-08-28T00:00:00",NA,NA,0,NA
"241","2015-08-29T00:00:00",NA,NA,0,NA
"242","2015-08-30T00:00:00",NA,NA,0,NA
"243","2015-08-31T00:00:00",NA,NA,0,NA
"244","2015-09-01T00:00:00",NA,NA,0,NA
"245","2015-09-02T00:00:00",NA,NA,0,NA
"246","2015-09-03T00:00:00",NA,NA,0,NA
"247","2015-09-04T00:00:00",NA,NA,0,NA
"248","2015-09-05T00:00:00",NA,NA,0,NA
"249","2015-09-06T00:00:00",NA,NA,0,NA
"250","2015-09-07T00:00:00",NA,NA,0,NA
"251","2015-09-08T00:00:00",NA,NA,0,NA
"252","2015-09-09T00:00:00",NA,NA,0,NA
"253","2015-09-10T00:00:00",NA,NA,0,NA
"254","2015-09-11T00:00:00",NA,NA,0,NA
"255","2015-09-12T00:00:00",NA,NA,0,NA
"256","2015-09-13T00:00:00",NA,NA,0,NA
